type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,6.6,0.4,0.32,3.3,0.04,30,121,1.0108,3.45,0.67,12.5,8
white,7.5,0.28,0.44,4.4,0.035,10,97,1.012,3.29,0.41,11.2,6
white,7.6,0.27,0.72,11.1,0.05,38,135,1.0178,3.19,0.4,8.9,5
white,7.6,0.25,0.72,11,0.048,39,135,1.0178,3.2,0.38,8.8,5
white,7.6,0.25,0.72,11,0.048,39,135,1.0178,3.2,0.38,8.8,5
white,7.6,0.27,0.72,11.1,0.05,38,135,1.0178,3.19,0.4,8.9,5
white,7.9,0.36,0.37,2.5,0.04,19,103,1.0112,3.41,0.67,11.8,7
white,7.9,0.3,0.31,2,0.054,53,197,1.0128,3.43,0.52,11,6
white,7.8,0.28,0.31,1.9,0.054,53,192,1.0128,3.43,0.52,10.9,6
white,7.5,0.23,0.34,1.5,0.06,34,137,1.013,3.32,0.52,9.7,6
white,6.6,0.5,0.45,16.9,0.087,60,224,1.0193,3.38,0.6,9.1,5
white,6.6,0.49,0.47,9,0.086,51,173,1.0165,3.05,0.52,9.1,5
white,5.4,0.36,0.16,6.7,0.046,23,143,1.0137,3.56,0.62,10.5,6
white,7.3,0.28,0.38,1.2,0.048,4,66,1.0113,3.43,0.53,11.5,5
white,6.1,0.4,0.1,1.5,0.069,28,130,1.0134,3.46,0.57,9.4,5
white,6.3,0.28,0.33,13.4,0.042,50,132,1.0152,3.53,0.48,11.1,8
white,7.7,0.6,0.16,10.5,0.099,23,179,1.0183,3.52,0.47,9.2,4
white,7.1,0.36,0.28,6.3,0.051,32,230,1.0157,3.43,0.64,9.5,6
white,7.1,0.36,0.28,6.3,0.051,32,230,1.0157,3.43,0.64,9.5,6
white,5.9,0.35,0.37,1.3,0.039,24,101,1.0116,3.38,0.62,10.6,6
white,7.1,0.27,0.46,18.15,0.053,36,146,1.0199,3.42,0.44,8.9,5
white,7.1,0.27,0.46,18.15,0.053,36,146,1.0199,3.42,0.44,8.9,5
white,7,0.28,0.37,4.9,0.043,17,133,1.0136,3.46,0.66,10.8,6
white,6.1,0.33,0.24,12.7,0.048,46,189,1.0172,3.53,0.44,9.6,5
white,6.2,0.21,0.32,4.6,0.036,47,152,1.0133,3.63,0.51,11,6
white,6,0.18,0.29,4.6,0.03,35,142,1.0134,3.69,0.53,10.9,6
white,6.3,0.21,0.32,4.8,0.04,40,135,1.0131,3.61,0.48,10.9,7
white,7.5,0.32,0.29,12,0.056,26,150,1.0176,3.3,0.64,9.3,5
white,5.7,0.39,0.18,5.1,0.049,49,200,1.0137,3.5,0.73,10.4,5
white,5.9,0.375,0.18,5.9,0.049,50,199,1.0137,3.5,0.73,10.4,5
white,5.7,0.275,0.33,1.3,0.05,34,129,1.011,3.54,0.52,11.1,7
white,6.2,0.32,0.29,13,0.057,35,191,1.0179,3.45,0.45,9.1,4
white,6.4,0.25,0.37,14,0.049,69,181,1.0171,3.56,0.52,10.5,6
white,6.5,0.28,0.32,11.6,0.053,35,165,1.0169,3.51,0.47,9.6,5
white,6.5,0.28,0.33,11.5,0.054,33,168,1.0168,3.51,0.47,9.6,5
white,6.4,0.3,0.29,7.9,0.061,45,168,1.0161,3.44,0.43,9.1,5
white,6.6,0.37,0.76,1.2,0.064,8,153,1.013,3.29,0.59,9.6,4
white,7.5,0.145,0.38,12.3,0.053,58,148,1.0173,3.36,0.39,9.1,6
white,6.1,0.36,0.16,6,0.044,35,192,1.0144,3.36,0.74,10.1,5
white,7.2,0.3,0.38,14.5,0.07,36,191,1.0186,3.27,0.55,9.2,7
white,7.2,0.3,0.38,14.5,0.07,36,191,1.0186,3.27,0.55,9.2,7
white,7.2,0.3,0.38,14.5,0.07,36,191,1.0186,3.27,0.55,9.2,7
white,7.2,0.3,0.38,14.5,0.07,36,191,1.0186,3.27,0.55,9.2,7
white,6,0.28,0.3,12.4,0.056,35,136,1.0172,3.54,0.47,9.6,6
white,6.6,0.25,0.41,2.6,0.051,71,140,1.0117,3.53,0.77,11.5,7
white,7.8,0.31,0.39,5.4,0.033,31,119,1.012,3.31,0.44,12.3,6
white,9.1,0.31,0.39,5,0.031,28,97,1.0132,3.24,0.42,11.4,6
white,7.4,0.38,0.25,3.3,0.053,15,138,1.0136,3.45,0.46,10.3,5
white,6.7,0.31,0.29,3.2,0.055,42,190,1.0115,3.44,0.42,11.4,5
white,6.9,0.33,0.2,1.5,0.041,123.5,236.5,1.0122,3.35,0.49,10.1,4
white,7.2,0.32,0.3,2,0.052,13,88,1.0134,3.35,0.4,9.5,5
white,6.9,0.29,0.38,14.1,0.035,48,135,1.0152,3.57,0.52,12.3,7
white,7.1,0.61,0.14,8.4,0.097,24,190,1.0172,3.6,0.49,9.3,4
white,7.2,0.32,0.3,2,0.052,13,88,1.0134,3.35,0.4,9.5,5
white,7.2,0.21,0.42,7.5,0.055,50,184,1.0158,3.55,0.54,9.7,6
white,7.9,0.32,0.26,1.5,0.059,25,132,1.0144,3.48,0.5,9.6,5
white,6.9,0.26,0.41,1.8,0.039,39,197,1.0108,3.55,0.74,12.6,6
white,7.2,0.21,0.42,7.5,0.055,50,184,1.0158,3.55,0.54,9.7,6
white,6.2,0.18,0.29,1.4,0.05,38,175,1.0125,3.55,0.48,10.1,6
white,6.5,0.28,0.54,11.7,0.05,61,213,1.0166,3.38,0.59,9.4,5
white,7.9,0.46,0.3,9.3,0.061,35,201,1.0172,3.34,0.57,9.4,6
white,6.7,0.32,0.4,1.8,0.041,23,103,1.0112,3.49,0.59,11.7,6
white,7.2,0.36,0.38,14.6,0.042,47,152,1.015,3.58,0.52,12.6,8
white,6.8,0.35,0.34,2.2,0.041,19,132,1.0128,3.56,0.65,10.7,6
white,6.5,0.36,0.54,10.8,0.05,58,208,1.0168,3.28,0.62,9.5,5
white,6.2,0.32,0.29,7,0.059,45,203,1.0155,3.39,0.42,9.2,6
white,6,0.33,0.29,12.1,0.06,49,226,1.0181,3.43,0.43,9.1,6
white,5.9,0.36,0.42,4.85,0.036,24,96,1.011,3.62,0.44,11.9,7
white,5.9,0.36,0.42,4.85,0.036,24,96,1.011,3.62,0.44,11.9,7
white,5.8,0.36,0.42,4.85,0.036,24,96,1.011,3.62,0.44,11.9,7
white,6.8,0.32,0.18,1.5,0.046,65,161,1.012,3.37,0.41,10.1,5
white,6.9,0.38,0.73,1.4,0.061,13,173,1.0131,3.26,0.49,9.8,5
white,6,0.29,0.29,11.4,0.055,31,167,1.017,3.44,0.46,9.6,6
white,6.5,0.31,0.36,4.6,0.243,62,176,1.0148,3.32,0.5,9.5,5
white,8.2,0.5,0.35,1.8,0.055,51,185,1.0123,3.23,0.44,11.3,5
white,6.3,0.4,0.3,13.3,0.054,55,203,1.0176,3.45,0.48,9.1,5
white,6.9,0.26,0.39,5.6,0.046,22,116,1.0138,3.5,0.55,10.8,7
white,6.9,0.71,0.34,13.1,0.293,23,195,1.0184,3.28,0.69,9.1,4
white,7.3,0.32,0.34,10.8,0.047,62,224,1.0172,3.34,0.52,9.2,6
white,6.8,0.21,0.41,2.1,0.042,35,127,1.0122,3.46,0.62,10.9,7
white,7,0.24,0.38,2,0.046,26,138,1.0135,3.51,0.62,10.2,4
white,6.2,0.4,0.2,6.5,0.04,37,200,1.0144,3.37,0.64,10,6
white,6.1,0.4,0.2,6.4,0.039,37,193,1.0142,3.37,0.64,9.9,5
white,6,0.41,0.18,6.4,0.039,35,187,1.0144,3.37,0.65,9.9,5
white,7.7,0.33,0.62,17.6,0.044,52,227,1.0197,3.36,0.68,9.6,6
white,6.4,0.38,0.32,14.8,0.05,50,200,1.0177,3.43,0.48,9.6,5
white,6.8,0.23,0.38,1.1,0.025,23,96,1.0112,3.43,0.59,11.2,6
white,7.6,0.35,0.55,14.9,0.042,63,206,1.0182,3.5,0.62,9.6,5
white,7.6,0.35,0.55,14.9,0.042,63,206,1.0182,3.26,0.62,9.6,5
white,7.5,0.35,0.52,14.3,0.045,63,206,1.0183,3.26,0.61,9.5,5
white,8.5,0.44,0.74,13.2,0.045,30,199,1.018,3.26,0.66,9.8,5
white,6,0.38,0.26,2.5,0.033,20,137,1.0094,3.61,0.8,14,7
white,6.7,0.42,0.22,1.3,0.045,21,86,1.0127,3.42,0.47,10.2,4
white,6.5,0.37,0.32,1.2,0.041,31,112,1.0117,3.32,0.44,10.6,6
white,5.7,0.29,0.3,3.7,0.04,19,117,1.0104,3.62,0.52,12.7,6
white,8.7,0.31,0.5,6.2,0.035,14,43,1.013,3.09,0.36,11,5
white,6.3,0.35,0.25,6.4,0.044,51,220,1.0141,3.35,0.62,10.1,5
white,7.3,0.22,0.49,4.5,0.049,58,168,1.0143,3.33,0.64,11.3,6
white,7.8,0.24,0.48,14,0.053,45,132,1.01855,3.31,0.5,10.1,6
white,6.3,0.51,0.25,1.1,0.047,14,100,1.01345,3.34,0.48,9.3,5
white,6.2,0.29,0.28,12.2,0.049,52,174,1.018,3.55,0.47,9.6,5
white,8.3,0.31,0.47,1.7,0.038,32,130,1.0116,3.3,0.52,12.4,6
white,8.3,0.31,0.47,1.7,0.038,32,130,1.0116,3.3,0.52,12.4,6
white,6.5,0.35,0.43,7.6,0.043,58,215,1.01475,3.52,0.45,10.1,5
white,6.1,0.43,0.3,2.8,0.041,40,189,1.01325,3.61,0.52,10.9,6
white,6.3,0.25,0.31,1.8,0.041,42,152,1.0133,3.69,0.73,10.6,7
white,7.8,0.46,0.35,9.3,0.051,23,223,1.0169,3.26,0.63,9.3,6
white,7.1,0.31,0.45,18.85,0.045,35,159,1.0202,3.16,0.52,9.2,5
white,6.3,0.25,0.31,1.8,0.041,42,152,1.0133,3.69,0.73,10.6,7
white,7.5,0.33,0.54,1.9,0.045,36,129,1.0137,3.65,0.52,10.3,7
white,6.7,0.33,0.48,9.1,0.056,63,180,1.01685,3.22,0.47,9,5
white,6.1,0.34,0.48,1.6,0.049,16,184,1.01455,3.7,0.54,10.5,5
white,7,0.35,0.38,1.7,0.035,24,130,1.0117,3.57,0.49,11.8,6
white,6.7,0.37,0.35,1.4,0.023,30,91,1.01035,3.46,0.46,12.5,8
white,7.9,0.34,0.44,1.9,0.031,24,124,1.0114,3.34,0.41,11,7
white,6.5,0.43,0.25,1.3,0.044,36,138,1.01225,3.35,0.48,10.3,5
white,6.5,0.28,0.35,2.9,0.041,42,116,1.01155,3.57,0.68,11.8,7
white,7.1,0.25,0.38,8.1,0.06,20,103,1.0154,3.19,0.61,9.5,5
white,6.5,0.2,0.35,5.4,0.046,43,159,1.01455,3.55,0.49,10.6,5
white,6.1,0.37,0.31,0.9,0.188,13,190,1.0124,3.32,0.64,9.5,5
white,6.6,0.27,0.37,13.9,0.045,26,141,1.01695,3.55,0.58,10.5,6
white,6.3,0.29,0.52,10.1,0.047,79,242,1.01655,3.45,0.49,9.6,6
white,8.9,0.32,0.49,6.1,0.025,15,51,1.0134,3.21,0.35,11.2,7
white,6.7,0.29,0.34,14.5,0.055,41,185,1.018,3.22,0.52,9.2,6
white,7,0.42,0.29,9.9,0.043,29,193,1.0171,3.48,0.63,9.3,5
white,6.5,0.29,0.34,5.6,0.041,16,131,1.0148,3.34,0.51,9.7,6
white,6.7,0.29,0.34,14.5,0.055,41,185,1.018,3.22,0.52,9.2,6
white,7,0.42,0.29,9.9,0.043,29,193,1.0171,3.48,0.63,9.3,5
white,7.2,0.25,0.35,3.9,0.024,41,144,1.01215,3.37,0.41,10.9,7
white,6.5,0.29,0.34,5.6,0.041,16,131,1.0148,3.34,0.51,9.7,6
white,7,0.43,0.44,4.7,0.025,6,21,1.0115,3.51,0.39,12.7,3
white,5.9,0.24,0.34,1.6,0.034,22,59,1.01115,3.64,0.57,11.1,6
white,7.1,0.24,0.41,2.1,0.033,27,138,1.0132,3.48,0.63,10.3,6
white,6,0.3,0.29,12.6,0.037,39,154,1.0177,3.53,0.45,9.5,5
white,7.5,0.42,0.31,7.6,0.044,25,162,1.01535,3.37,0.45,10.1,5
white,7.5,0.24,1.7,2.2,0.025,35,115,1.01165,3.46,0.57,12.3,6
white,7.1,0.25,0.38,8.6,0.036,32,255,1.0153,3.42,0.58,10.6,6
white,7.3,0.33,0.44,7.7,0.039,57,179,1.0128,3.24,0.34,11.6,6
white,7,0.22,0.42,8.2,0.052,45,178,1.0158,3.5,0.56,9.9,6
white,7.4,0.34,0.46,7.45,0.028,52,177,1.0128,3.24,0.34,11.5,6
white,7.3,0.33,0.44,7.7,0.027,57,179,1.0128,3.24,0.34,11.6,6
white,7,0.24,0.54,10.1,0.039,79,169,1.0164,3.35,0.57,10.3,6
white,6.8,0.24,0.46,14.1,0.041,84,162,1.0187,3.36,0.52,9.5,6
white,7.1,0.25,0.38,8.6,0.036,32,255,1.0153,3.42,0.58,10.6,6
white,6,0.39,0.51,2.3,0.113,15,140,1.0132,3.29,0.52,9.2,5
white,7.2,0.32,0.48,1.9,0.035,33,109,1.0107,3.45,0.5,12.3,7
white,5.9,0.29,0.32,11.2,0.059,46,177,1.01755,3.62,0.45,9.6,5
white,6.9,0.26,0.41,15.3,0.054,69,180,1.01935,3.6,0.87,9.4,6
white,7.2,0.18,0.44,1.3,0.054,56,138,1.0132,3.5,0.98,9.9,7
white,7.2,0.17,0.44,1.3,0.05,55,136,1.0132,3.5,0.99,9.9,7
white,7,0.22,0.42,8.2,0.052,45,178,1.0158,3.5,0.56,9.9,6
white,7.1,0.24,0.42,8.2,0.053,43,175,1.01585,3.5,0.56,9.9,6
white,6.9,0.28,0.53,19.4,0.06,56,249,1.02055,3.2,0.58,8.8,5
white,5.1,0.48,0.08,18.7,0.042,39,130,1.0185,3.57,0.59,10.3,6
white,6.4,0.34,0.32,5.1,0.045,37,170,1.01505,3.42,0.71,9.6,6
white,7.3,0.31,0.46,1.7,0.053,36,137,1.012,3.14,0.48,11.1,6
white,6.8,0.54,0.67,13.5,0.081,82,240,1.0188,3.28,0.46,9.3,5
white,6.9,0.24,0.4,1.7,0.031,8,48,1.01175,3.41,0.62,11,6
white,6.8,0.15,0.38,8.9,0.046,42,115,1.0162,3.62,0.42,9.4,7
white,6.8,0.15,0.38,8.9,0.046,42,115,1.0162,3.62,0.42,9.4,7
white,6.9,0.16,0.35,5.3,0.048,30,122,1.0142,3.61,0.48,9.9,7
white,6.7,0.2,0.61,1.2,0.133,59,142,1.0127,3.32,0.41,9.4,7
white,6.7,0.25,0.64,1.2,0.138,62,146,1.0127,3.32,0.41,9.4,7
white,6.2,0.31,0.34,16.8,0.042,50,174,1.01985,3.6,0.47,9.5,5
white,9.2,0.31,0.49,10.7,0.038,29,126,1.017,3.4,0.48,10.5,9
white,6.5,0.265,0.52,2.3,0.118,30,106,1.0118,3.44,0.6,12.2,6
white,8.4,0.18,0.49,1.6,0.042,19,100,1.01215,3.22,0.58,11.1,6
white,7.3,0.27,0.23,13.8,0.055,48,199,1.01865,3.32,0.55,9.1,5
white,7,0.26,0.41,15.1,0.056,60,180,1.0192,3.57,0.84,9.6,7
white,8.2,0.21,0.48,14.2,0.056,44,147,1.0206,3.48,0.77,8.9,8
white,6.1,0.435,0.04,1.5,0.045,8,57,1.01135,3.57,0.4,11.3,4
white,7.9,0.33,0.26,9.6,0.059,45,215,1.01715,3.28,0.63,9.4,6
white,7,0.26,0.41,15.1,0.056,60,180,1.0192,3.57,0.84,9.6,7
white,8.2,0.21,0.48,14.2,0.056,44,147,1.0206,3.48,0.77,8.9,8
white,7.3,0.27,0.23,13.8,0.055,48,199,1.01865,3.32,0.55,9.1,5
white,7.7,0.34,0.31,10.7,0.042,32,121,1.01815,3.47,0.32,9.4,6
white,7.8,0.38,0.32,11.1,0.043,32,119,1.01815,3.47,0.31,9.3,6
white,7.8,0.38,0.32,11.1,0.043,32,119,1.01815,3.47,0.31,9.3,6
white,5.9,0.38,0.2,7.1,0.04,27,118,1.0149,3.66,0.47,10.1,7
white,7.7,0.34,0.31,10.7,0.042,32,121,1.01815,3.47,0.32,9.4,6
white,7.8,0.38,0.32,11.1,0.043,32,119,1.01815,3.47,0.31,9.3,6
white,6,0.28,0.34,2.1,0.036,29,94,1.01225,3.59,0.71,11,7
white,6.5,0.5,0.12,5,0.049,35,146,1.01445,3.3,0.58,10.1,5
white,6,0.28,0.34,2.1,0.036,29,94,1.01225,3.59,0.71,11,7
white,7.5,0.36,0.31,1.5,0.052,39,175,1.01335,3.23,0.54,9.4,5
white,7.3,0.35,0.3,7.4,0.053,38,159,1.01625,3.29,0.45,9.1,5
white,7.9,0.46,0.27,8.9,0.057,43,217,1.0171,3.22,0.6,9.3,6
white,7,0.28,0.37,12.6,0.049,48,155,1.0183,3.48,0.79,9.7,6
white,5.5,0.22,0.28,4.9,0.044,31,115,1.01445,3.62,0.42,9.5,6
white,6.1,0.22,0.35,1.5,0.039,15,77,1.01085,3.54,0.6,11.2,8
white,7.9,0.31,0.62,11.3,0.039,45,163,1.0177,3.26,0.43,9,6
white,6.1,0.32,0.53,6.9,0.051,62,224,1.0153,3.39,0.49,9.4,5
white,6.9,0.43,0.39,11.7,0.047,58,222,1.01775,3.27,0.55,9.4,5
white,6.7,0.25,0.35,11.5,0.042,47,167,1.01795,3.61,0.46,9.9,7
white,7.4,0.36,0.38,6.7,0.035,25,114,1.01505,3.42,0.48,9.9,6
white,7.9,0.31,0.62,11.3,0.039,45,163,1.0177,3.26,0.43,9,6
white,6.5,0.35,0.3,13.3,0.049,58,207,1.0175,3.37,0.43,9.7,5
white,6.3,0.33,0.3,13.2,0.049,56,206,1.01745,3.36,0.43,9.7,6
white,6.1,0.43,0.21,12.1,0.049,66,248,1.0176,3.35,0.4,9.1,6
white,6.3,0.34,0.3,13.5,0.049,58,208,1.01775,3.37,0.45,9.6,6
white,6.1,0.32,0.53,6.9,0.051,62,224,1.0153,3.39,0.49,9.4,5
white,6.1,0.45,0.09,1.6,0.066,18,122,1.0132,3.41,0.58,9.3,6
white,6.5,0.49,0.32,1.2,0.058,10,162,1.01405,3.62,0.52,9.2,7
white,6.6,0.3,0.36,16.6,0.048,45,168,1.02,3.58,0.48,9.6,6
white,8,0.39,0.28,15.7,0.075,45,231,1.01785,3.23,0.61,10.6,6
white,6.3,0.34,0.21,2.9,0.043,25,127,1.0139,3.21,0.48,9.1,5
white,8.5,0.22,0.46,5.2,0.039,8,79,1.0139,3.36,0.54,11.8,5
white,6.7,0.6,0.26,9,0.037,28,135,1.01675,3.4,0.53,9.2,5
white,6.3,0.34,0.21,2.9,0.043,25,127,1.0139,3.21,0.48,9.1,5
white,6.7,0.6,0.26,9,0.037,28,135,1.01675,3.4,0.53,9.2,5
white,6.7,0.4,0.33,1.7,0.024,25,87,1.00965,3.61,0.63,12.5,9
white,7.4,0.695,0.24,10.3,0.074,29,214,1.0171,3.16,0.6,9.3,6
white,6.9,0.22,0.25,5.5,0.056,35,106,1.01445,3.5,0.45,9.5,5
white,6.8,0.23,0.27,6.3,0.05,37,119,1.0145,3.54,0.45,9.7,6
white,8.5,0.22,0.46,5.2,0.039,8,79,1.0139,3.36,0.54,11.8,5
white,7.1,0.25,0.41,7.3,0.045,37,169,1.0158,3.46,0.58,9.9,6
white,6.9,0.29,0.42,8.2,0.049,25,157,1.0156,3.53,0.61,10.3,6
white,7.5,0.28,0.4,2.1,0.034,28,141,1.01055,3.48,0.5,12.6,9
white,7.2,0.2,0.4,10.8,0.047,21,92,1.0159,3.36,0.46,11,7
white,7.2,0.2,0.4,1.3,0.046,22,92,1.0125,3.36,0.44,11.1,7
white,7.4,0.245,0.35,1.8,0.063,35,112,1.0163,3.92,0.71,10.6,6
white,7.5,0.21,0.44,5.6,0.04,35,163,1.0135,3.25,0.64,11.6,4
white,7.4,0.34,0.38,2.8,0.047,35,110,1.01105,3.56,0.55,12.9,8
white,7,0.29,0.38,1.4,0.038,28,84,1.01045,3.38,0.46,12.3,6
white,7.4,0.245,0.35,1.8,0.063,35,112,1.0163,3.92,0.71,10.6,6
white,7.6,0.46,0.38,4.4,0.043,35,110,1.01155,3.34,0.47,12.9,8
white,7.4,0.29,0.4,2.2,0.037,31,179,1.01085,3.45,0.42,12,8
white,7.4,0.29,0.4,2.2,0.037,31,179,1.01085,3.45,0.42,12,8
white,7.4,0.29,0.4,2.2,0.037,31,179,1.01085,3.45,0.42,12,8
white,7.6,0.38,0.39,6.1,0.037,13,128,1.0124,3.36,0.41,12.1,7
white,7.7,0.37,0.39,6.4,0.039,13,128,1.0124,3.36,0.41,12.1,7
white,8.8,0.27,0.36,13.5,0.047,36,171,1.01975,3.32,0.49,8.9,7
white,8.8,0.27,0.36,13.5,0.047,36,171,1.01975,3.32,0.49,8.9,7
white,7,0.23,0.39,1.8,0.039,34,103,1.01315,3.41,0.56,10.9,7
white,7.4,0.25,0.33,1.7,0.037,30,120,1.0117,3.5,0.52,11.1,8
white,7.4,0.25,0.33,1.7,0.037,30,120,1.0117,3.5,0.52,11.1,8
white,6.7,0.26,0.41,15.5,0.038,63,155,1.01845,3.22,0.42,9.4,5
white,9.3,0.38,0.31,1.3,0.029,18,75,1.0121,3.28,0.41,10.9,5
white,8.8,0.27,0.36,13.5,0.047,36,171,1.01975,3.32,0.49,8.9,7
white,6.1,0.24,0.28,1.9,0.033,31,107,1.0109,3.51,0.49,11.6,6
white,7,0.23,0.39,1.8,0.039,34,103,1.01315,3.41,0.56,10.9,7
white,8.3,0.42,0.53,13.7,0.045,59,168,1.01855,3.3,0.56,9.5,5
white,7,0.22,0.4,1.4,0.039,41,119,1.0134,3.47,0.97,9.6,7
white,7.8,0.38,0.62,11.2,0.042,42,153,1.0178,3.26,0.51,8.7,5
white,7,0.22,0.4,1.4,0.039,41,119,1.0134,3.47,0.97,9.6,7
white,7.5,0.24,0.39,2.2,0.041,31,118,1.0149,3.69,0.79,10.4,7
white,8.3,0.42,0.53,13.7,0.045,59,168,1.01855,3.3,0.56,9.5,5
white,8.3,0.44,0.52,13.8,0.045,60,171,1.0186,3.3,0.54,9.5,5
white,6.8,0.26,0.43,10.3,0.041,61,151,1.01725,3.37,0.56,10.1,7
white,6.7,0.34,0.34,4.9,0.173,61,168,1.0146,3.38,0.49,9.5,5
white,8.2,0.31,0.39,1.8,0.033,39,105,1.01255,3.42,0.65,10.5,8
white,7.4,0.29,0.46,14.3,0.044,58,184,1.0196,3.49,0.77,9.2,7
white,4.9,0.38,0.04,6.6,0.031,34,165,1.0139,3.56,0.63,10,6
white,6.3,0.32,0.37,1.8,0.032,25,113,1.01,3.44,0.52,12.2,6
white,4.9,0.37,0.04,6.6,0.031,35,165,1.0137,3.55,0.63,10,5
white,6.2,0.31,0.37,2.3,0.024,27,119,1.0086,3.32,0.32,12.6,6
white,7,0.22,0.4,1.4,0.039,41,119,1.0134,3.47,0.97,9.6,7
white,7.9,0.22,0.5,12.7,0.045,42,145,1.02,3.44,0.78,8.6,8
white,7.4,0.32,0.46,14.5,0.043,50,175,1.0194,3.48,0.84,9.1,7
white,7.4,0.28,0.33,1.3,0.04,38,99,1.0126,3.39,0.72,10.2,6
white,6.1,0.49,0.69,9.8,0.083,12,161,1.0156,3.24,0.5,9.5,5
white,7.8,0.38,0.62,11.2,0.042,42,153,1.0178,3.26,0.51,8.7,5
white,6.4,0.3,0.25,4.1,0.033,25,127,1.0115,3.26,0.36,10.8,6
white,10.4,0.21,0.51,1.5,0.04,6,35,1.0139,3.09,0.3,9.7,3
white,7.8,0.19,0.33,1.4,0.032,11,66,1.0132,3.55,0.41,10.2,5
white,7.2,0.25,0.36,2.3,0.04,29,143,1.013,3.4,0.59,10.1,7
white,7,0.4,0.38,4.3,0.021,58,121,1.0098,3.48,0.38,12.8,9
white,6.1,0.32,0.38,1.7,0.122,34,106,1.0121,3.39,0.4,10.3,6
white,6.3,0.2,0.58,1.5,0.129,38,112,1.0132,3.43,0.39,9,6
white,7,0.16,0.4,2.3,0.04,19,113,1.0119,3.61,0.84,12,8
white,7.2,0.25,0.36,2.3,0.04,29,143,1.013,3.4,0.59,10.1,7
white,8.9,0.4,0.48,2,0.043,10,123,1.0153,3.39,0.5,10,6
white,7.5,0.3,0.47,6.1,0.025,23,127,1.0128,3.33,0.57,11.6,6
white,7.5,0.3,0.47,6.1,0.025,23,127,1.0128,3.33,0.57,11.6,6
white,6.9,0.27,0.33,12.3,0.038,39,238,1.0176,3.55,0.54,9.9,6
white,6.2,0.38,0.31,2.7,0.027,21,107,1.0106,3.6,0.69,12.3,7
white,7.4,0.3,0.35,1.7,0.043,40,175,1.0118,3.39,0.53,11.5,6
white,6.6,0.34,0.36,2.1,0.047,35,92,1.01185,3.57,0.7,11.1,7
white,7.4,0.3,0.35,1.7,0.043,40,175,1.0118,3.39,0.53,11.5,6
white,6.6,0.34,0.36,2.1,0.047,35,92,1.01185,3.57,0.7,11.1,7
white,5.1,0.35,0.04,6.5,0.049,44,168,1.014,3.5,0.65,10,6
white,5.9,0.3,0.22,1.3,0.034,41,116,1.0108,3.62,0.42,11.1,7
white,6,0.3,0.34,1.1,0.039,39,116,1.0128,3.78,0.5,9.5,5
white,7.1,0.35,0.33,1.5,0.04,34,130,1.0096,3.32,0.38,12.3,7
white,5.9,0.3,0.22,1.3,0.034,41,116,1.0108,3.62,0.42,11.1,7
white,5.7,0.23,0.43,1.2,0.046,18,69,1.0118,3.43,0.55,10.4,6
white,6.9,0.22,0.32,8.8,0.05,53,244,1.0152,3.42,0.55,10.6,6
white,7.1,0.33,0.3,1.7,0.047,13,89,1.0123,3.28,0.48,10.6,6
white,6.7,0.3,0.33,1.5,0.042,14,69,1.0115,3.25,0.51,11,6
white,6.9,0.22,0.32,8.6,0.05,53,244,1.0152,3.42,0.55,10.6,6
white,6.7,0.24,0.42,8,0.055,31,147,1.0147,3.52,0.58,11.1,7
white,8.1,0.33,0.33,13.3,0.049,27,115,1.0183,3.45,0.39,9.8,6
white,6.2,0.32,0.39,12.9,0.051,64,231,1.0175,3.28,0.42,9,5
white,6,0.35,0.34,7.8,0.05,61,208,1.015,3.4,0.41,9.7,6
white,7,0.25,0.32,2.5,0.059,50,161,1.0144,3.22,0.49,8.9,8
white,8.5,0.23,0.46,1.7,0.05,10,103,1.014,3.26,0.67,11.2,4
white,8.4,0.31,0.49,1.4,0.051,9,74,1.0144,3.28,0.63,10.4,4
white,7.2,0.29,0.43,2.2,0.039,31,126,1.0108,3.48,0.45,12.3,8
white,8.1,0.27,0.41,9.7,0.057,24,161,1.01795,3.52,0.49,9.9,4
white,7.6,0.28,0.38,13.1,0.052,47,219,1.0185,3.28,0.55,8.9,5
white,6.4,0.37,0.24,5.9,0.043,25,146,1.01425,3.35,0.65,10,5
white,6.3,0.37,0.23,5.7,0.045,23,145,1.01425,3.35,0.65,10,5
white,6.4,0.38,0.23,5.9,0.044,23,147,1.0143,3.35,0.65,10,5
white,5.9,0.33,0.09,0.9,0.041,12,32,1.0124,3.56,0.37,9.3,5
white,8.1,0.36,0.3,1.3,0.053,12.5,90,1.0146,3.44,0.39,9.6,4
white,5.7,0.33,0.09,0.9,0.041,12,32,1.0124,3.56,0.37,9.3,5
white,7.5,0.17,0.43,4.8,0.045,37,139,1.015,3.56,0.58,10.4,7
white,7.8,0.34,0.36,1.7,0.04,24,126,1.0119,3.13,0.35,11.1,6
white,7.1,0.28,0.38,1.5,0.034,28,109,1.01,3.26,0.41,12,6
white,8.7,0.22,0.44,1.2,0.043,21,109,1.0123,3.14,0.34,10.3,7
white,7.1,0.15,0.36,4.7,0.06,60,146,1.0156,3.75,0.46,9.5,7
white,7.8,0.36,0.66,10.7,0.039,57,155,1.0178,3.33,0.46,9,6
white,7.8,0.36,0.66,10.7,0.039,57,155,1.0178,3.33,0.46,9,6
